Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,OPEN,Female-only (including Supernumerary),15494,17322
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,EWS,Gender-Neutral,1505,1530
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,EWS,Female-only (including Supernumerary),3367,3367
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,OBC-NCL,Gender-Neutral,3931,4209
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8427,8470
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,SC,Gender-Neutral,1082,2491
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,SC,Female-only (including Supernumerary),3707,3707
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,ST,Gender-Neutral,1233,1332
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,ST,Female-only (including Supernumerary),699P,699P
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,OPEN,Gender-Neutral,6436,9210
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,OPEN,Female-only (including Supernumerary),16073,18299
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,EWS,Gender-Neutral,1233,1496
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,EWS,Female-only (including Supernumerary),3489,3489
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,OBC-NCL,Gender-Neutral,3487,3834
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8044,8416
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,SC,Gender-Neutral,2254,2505
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,SC,Female-only (including Supernumerary),3833,3833
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,ST,Gender-Neutral,1162,1371
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,ST,Female-only (including Supernumerary),928P,928P
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Gender-Neutral,1089,1512
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),4010,4814
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN (PwD),Gender-Neutral,137,137
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,EWS,Gender-Neutral,255,270
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,EWS,Female-only (including Supernumerary),876,876
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OBC-NCL,Gender-Neutral,511,857
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),2178,2529
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OBC-NCL (PwD),Gender-Neutral,70P,70P
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,SC,Gender-Neutral,266,611
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,SC,Female-only (including Supernumerary),912,912
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,ST,Gender-Neutral,261,338
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,ST,Female-only (including Supernumerary),823,823
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2526,3672
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),7668,10517
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,366P,366P
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,513,686
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1879,2091
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1097,1784
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3784,5050
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,813,1010
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1604,2287
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,397,515
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),659,860
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6173,7051
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),13244,15488
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1185,1290
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2711,2838
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2849,3349
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7420,7844
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1569,2001
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2927,3119
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,885,958
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1609,1609
Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Gender-Neutral,6021,9079
Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),12854,15922
Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,EWS,Gender-Neutral,1575,1619
Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,EWS,Female-only (including Supernumerary),3729,3729
Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OBC-NCL,Gender-Neutral,2560,4243
Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),8317,8466
Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,SC,Gender-Neutral,1898,2327
Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,SC,Female-only (including Supernumerary),3836,3836
Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,ST,Gender-Neutral,1426,1426
Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4457,5365
Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),11018,11912
Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,891,1048
Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2505,2505
Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2540,2936
Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5993,6543
Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1568,1749
Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3168,3317
Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,864,904
Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1588,1588
Indian Institute of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",AI,OPEN,Gender-Neutral,13369,16011
Indian Institute of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",AI,OPEN,Female-only (including Supernumerary),24275,24275
Indian Institute of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",AI,EWS,Gender-Neutral,2434,2459
Indian Institute of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",AI,EWS,Female-only (including Supernumerary),4733,4733
Indian Institute of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",AI,OBC-NCL,Gender-Neutral,3996,5756
Indian Institute of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",AI,SC,Gender-Neutral,3132,3162
Indian Institute of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",AI,SC,Female-only (including Supernumerary),4671,4671
Indian Institute of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",AI,ST,Gender-Neutral,1458,1458
Indian Institute of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",AI,OPEN,Gender-Neutral,15220,15591
Indian Institute of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",AI,OPEN,Female-only (including Supernumerary),25416,25416
Indian Institute of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",AI,EWS,Gender-Neutral,2392,2502
Indian Institute of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",AI,EWS,Female-only (including Supernumerary),4591,4591
Indian Institute of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",AI,OBC-NCL,Gender-Neutral,5779,5890
Indian Institute of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",AI,SC,Gender-Neutral,2794,2996
Indian Institute of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",AI,SC,Female-only (including Supernumerary),4789,4789
Indian Institute of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",AI,ST,Gender-Neutral,1451,1451
Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7882,11398
Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),16313,19432
Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1515,1674
Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3300,3300
Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3961,4316
Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7539,8205
Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2118,2384
Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3770,3770
Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1081,1152
Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1513,1513
Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9898,12996
Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),20786,23485
Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1797,1950
Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),4263,4263
Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3690,4547
Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7843,8938
Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2030,2412
Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2857,4115
Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,765,912
Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1548,1548
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2167,3846
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),5560,8682
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,85,125
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),349P,349P
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,407,528
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1172,1361
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,13P,13P
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,758,1273
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1892,3220
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,47,39P
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,427,699
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),754,1552
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,197,304
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),394,439
Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4868,7567
Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),13093,14711
Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,970,1121
Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2276,2283
Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2127,2752
Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4661,6161
Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1062,1595
Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2366,2870
Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,550,801
Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1308,1459
Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4743,5982
Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),9327,12788
Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,77P,323P
Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,759,880
Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1855,2003
Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1257,2102
Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3161,4377
Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,707,1214
Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2091,2421
Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,486,673
Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),758,1020
Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,8392,10778
Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),16923,17730
Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1518,1557
Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3510,3510
Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4049,4206
Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8343,9217
Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2077,2547
Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),4420,4420
Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1270,1360
Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9606,15291
Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),21683,23835
Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,352P,352P
Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2184,2355
Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3917,3917
Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3755,5681
Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2925,3113
Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),4628,4628
Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1351,1441
Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),390P,390P
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4100,4956
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),9026,10248
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,73P,73P
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,560,677
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2016,2016
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1280,1663
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3565,4170
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,153P,153P
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,759,1000
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1999,1999
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,340,603
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),642,642
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7675,9875
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),16262,19099
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1354,1462
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2977,3036
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3021,3698
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6948,7762
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1711,2117
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3410,3695
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,674,1064
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1322,1639
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,12446,13599
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),21216,23512
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1992,2186
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3961,3961
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4736,5445
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2466,2960
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),4110,4110
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1243,1340
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),489P,489P
